"keyword";"id.x";"likes_count.x";"from_id.x";"from_name.x";"message.x";"created_time.x";"type";"link";"story";"comments_count.x";"shares_count";"love_count";"haha_count";"wow_count";"sad_count";"angry_count";"join_id";"from_id.y";"from_name.y";"message.y";"created_time.y";"likes_count.y";"comments_count.y";"id.y"
"Adalimumab";"1687275228159822_1687275878159757";0;"1687275228159822";"Humira - Adalimumab";NA;"2016-09-22T08:49:16+0000";"photo";"https://www.facebook.com/adalimumab/photos/a.1687275868159758.1073741825.1687275228159822/1687275878159757/?type=3";"Humira - Adalimumab updated their profile picture.";0;2;0;0;0;0;0;"1687275878159757";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1687275228159822_1687278558159489";0;"1687275228159822";"Humira - Adalimumab";NA;"2016-09-22T08:57:31+0000";"photo";"https://www.facebook.com/adalimumab/photos/a.1687278591492819.1073741827.1687275228159822/1687278558159489/?type=3";"Humira - Adalimumab updated their cover photo.";0;0;0;0;0;0;0;"1687278558159489";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1687275228159822_1687284041492274";0;"1687275228159822";"Humira - Adalimumab";"http://humira-adalimumab.blogspot.ro/";"2016-09-22T09:16:45+0000";"link";"http://humira-adalimumab.blogspot.ro/";NA;0;0;0;0;0;0;0;"1687284041492274";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1687275228159822_1722191808001497";0;"10155137297269433";"Trish Forcier";"Hi I have a question I've been on Humira for 2 years and noticed that it starts to wear off about 4 days on average before I'm due for my next injection. My doctor spoke with me about trying to do two shots on the same day but I've heard that others take it weekly instead? Is taking weekly injections for A.S. approved?";"2016-12-07T16:20:21+0000";"status";NA;NA;0;0;0;0;0;0;0;"1722191808001497";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1077115472406899";1;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";NA;"2016-10-07T21:05:38+0000";"photo";"https://www.facebook.com/Humira.hu/photos/a.1077110989074014.1073741825.1077097489075364/1077115472406899/?type=3";"Humira 40 mg Adalimumab oldatos injekció - Hungary updated their profile picture.";0;0;0;0;0;0;0;"1077115472406899";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1077115819073531";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";NA;"2016-10-07T21:06:43+0000";"photo";"https://www.facebook.com/Humira.hu/photos/a.1077115882406858.1073741827.1077097489075364/1077115819073531/?type=3";"Humira 40 mg Adalimumab oldatos injekció - Hungary updated their cover photo.";0;0;0;0;0;0;0;"1077115819073531";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1077119069073206";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"Üdv új hír kedves betegtársak, nemsokára Humira Pen , az az injekciós toll lesz a régi előre töltött fecskendők helyett .";"2016-10-07T21:13:06+0000";"status";NA;NA;0;0;0;0;0;0;0;"1077119069073206";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1077125845739195";1;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"Humira injekciós toll (Pen) A beadási foyamatának megtekintéséhez kérjük , látogassa meg az alábbi weboldalt.
www.humira toll beadas.jbs.hu
Belépési jelszó: HumiraToll";"2016-10-07T21:26:30+0000";"status";NA;NA;0;0;0;0;0;0;0;"1077125845739195";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1083181491800297";1;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"Kedves látogatók, laikoljátok az oldalt, és posztoljatok, kommentáljatok  bátran , osszátok meg a tapasztalataitokat az élményeiteket, észrevételeiteket a gyógyszerel kapcsolatban, Magyar nyelven, hogy minden Magyar ember, legyen az idős, vagy  fiatal, anyanyelvén tudakozhasson , kaphasson választ a kérdéseire ! Minél több tagja van az oldalnak, annál nagyobb az ""ablak"" amin kitekinthetünk, hogy a kérdéseinkre választ kaphassunk .";"2016-10-14T15:17:46+0000";"status";NA;NA;0;0;0;0;0;0;0;"1083181491800297";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1094263857358727";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"2016.10.26. Szerda  Humira injektálva";"2016-10-26T20:00:43+0000";"status";NA;NA;0;0;0;0;0;0;0;"1094263857358727";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1102785053173274";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"2016.11.04 Pécs Humira Pen";"2016-11-04T17:18:36+0000";"status";NA;NA;0;0;0;0;0;0;0;"1102785053173274";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1108526249265821";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"2016.11.09 Humira injektálva";"2016-11-09T20:18:36+0000";"status";NA;NA;0;0;0;0;0;0;0;"1108526249265821";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1121900451261734";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"2016.11.23 Injektálva Humira Pen (fájdalommentes injektálás!)";"2016-11-23T20:03:00+0000";"status";NA;NA;0;0;0;0;0;0;0;"1121900451261734";NA;NA;NA;NA;NA;NA;NA
"Adalimumab";"1077097489075364_1154184488033330";0;"1077097489075364";"Humira 40 mg Adalimumab oldatos injekció - Hungary";"2016.12.14 Humira ( Pen ) injektálva";"2016-12-18T21:40:19+0000";"status";NA;NA;0;0;0;0;0;0;0;"1154184488033330";NA;NA;NA;NA;NA;NA;NA
